Num	Loc	Z 3.5	Z 4.4144	Z 5.3288	Z 6.2432	Z 7.1576	Z 8.072	Z 8.9864	Z 9.9008	Z 10.8152	Z 11.7296	Z 12.644
224	371.3596	914.3158	914.1921	914.0364	913.9596	913.9593	913.9374	913.9036	913.937	913.9311	914.0863	914.4157
225	372.274	914.3086	914.2062	914.0386	913.9749	913.9597	913.9446	913.941	913.9513	913.9745	914.1021	914.1825
226	373.1884	914.3097	914.179	914.0446	913.9702	913.9623	913.9529	913.9403	913.9271	913.9706	914.1279	914.1875
227	374.1028	914.3135	914.201	914.0297	913.9909	913.9643	913.9564	913.9421	913.9468	914.0049	914.1591	914.1921
228	375.0172	914.3195	914.1745	913.9904	913.9702	913.9462	913.9385	913.9291	913.9246	913.954	914.1849	914.2375
229	375.9316	914.2911	914.1849	914.0156	913.9609	913.9486	913.9314	913.9288	913.9318	913.9545	914.1363	914.2111
230	376.846	914.3256	914.199	914.0157	913.9372	913.9415	913.9302	913.9154	913.9258	913.9349	914.1583	914.2119
231	377.7604	914.2959	914.1898	914.0364	913.9783	913.9514	913.9141	913.9184	913.9138	913.9125	914.1508	914.1793
232	378.6748	914.3226	914.2082	914.0374	913.9764	913.9395	913.9224	913.9048	913.9122	913.9154	914.162	914.2788
233	379.5892	914.2963	914.1833	914.0137	913.9719	913.9357	913.8912	913.8905	913.8663	913.8918	913.9399	914.1636
234	380.5036	914.2983	914.2076	914.0492	913.963	913.9301	913.9149	913.882	913.8895	913.899	914.0305	914.2522
235	381.418	914.3124	914.1896	914.0715	913.9644	913.9523	913.9244	913.9127	913.9162	913.9528	914.0219	914.1417
236	382.3324	914.3343	914.2328	914.0529	913.954	913.9388	913.9123	913.9178	913.8873	913.9346	914.0423	914.1737
237	383.2468	914.3215	914.2211	914.041	913.9407	913.9069	913.9028	913.8916	913.897	913.9225	914.0693	914.1881
238	384.1612	914.3354	914.2357	914.05	913.9688	913.9194	913.9117	913.9092	913.907	913.9326	914.0529	914.4704
239	385.0756	914.3379	914.2001	914.0532	913.9675	913.9	913.9011	913.9163	913.9107	913.9431	914.1019	914.3655
240	385.99	914.3421	914.2412	914.042	913.9493	913.8908	913.8881	913.873	913.8845	913.9091	914.053	914.3059
241	386.9044	914.3417	914.2426	914.0694	913.9282	913.8873	913.8779	913.8881	913.8967	913.9384	914.0359	914.2161
242	387.8188	914.3379	914.241	914.0546	913.9545	913.8958	913.8696	913.8871	913.9063	913.9508	914.0659	914.1763
243	388.7332	914.3436	914.2084	914.0464	913.9195	913.8857	913.886	913.8994	913.921	913.9408	914.0825	914.2764
244	389.6476	914.3486	914.2481	914.0481	913.9434	913.8727	913.8796	913.9003	913.9028	913.9529	914.0267	914.2834
245	390.562	914.352	914.2668	914.0654	913.9285	913.9011	913.9025	913.8922	913.9251	913.9811	913.9677	914.1522
246	391.4764	914.3384	914.2502	914.0623	913.9579	913.8972	913.9037	913.8974	913.921	913.9831	914.0067	914.0959
247	392.3908	914.3652	914.2485	914.0789	913.9647	913.9002	913.9138	913.9016	913.9243	913.9527	914.0107	914.1664
248	393.3052	914.3691	914.2791	914.0941	913.988	913.9117	913.8994	913.9269	913.9504	913.9564	914.0148	914.1828
249	394.2196	914.3665	914.2635	914.0665	913.9901	913.9044	913.9161	913.9144	913.9394	913.9622	914.0226	914.1768
250	395.134	914.3492	914.2729	914.0919	913.9746	913.9069	913.9141	913.9282	913.9446	913.9593	914.0598	914.2184
251	396.0484	914.3558	914.2504	914.0353	913.973	913.9297	913.9362	913.9249	913.9399	913.9294	914.1291	914.2723
252	396.9628	914.3387	914.2454	914.066	913.9763	913.9091	913.8979	913.9202	913.9246	913.9357	914.1351	914.1184
253	397.8772	914.3469	914.2613	914.0814	913.998	913.8953	913.89	913.9183	913.9078	913.9299	914.1706	914.2507
254	398.7916	914.342	914.238	914.0734	913.9805	913.8959	913.9183	913.9268	913.9156	913.9144	914.0989	914.1868
255	399.706	914.3424	914.2593	914.0671	913.9899	913.9028	913.9218	913.9141	913.9232	913.912	913.9506	914.2193
256	400.6204	914.3232	914.2437	914.0865	913.9923	913.9014	913.8921	913.9297	913.9249	913.936	914.0682	914.2662
257	401.5348	914.3357	914.252	914.0781	914.0095	913.9036	913.9242	913.9471	913.9324	913.9214	914.1555	914.1994
258	402.4492	914.3548	914.2587	914.1141	913.9987	913.9192	913.9407	913.95	913.958	913.9601	914.1865	914.2334
259	403.3636	914.363	914.2874	914.144	914.0361	913.9504	913.9561	913.9689	913.978	913.9824	914.1818	914.1991
260	404.278	914.3596	914.2706	914.1397	914.0467	913.9431	913.97	913.9668	913.9827	913.9822	914.1169	914.196
261	405.1924	914.366	914.2898	914.158	914.0234	913.9614	913.97	913.9416	913.9714	913.9534	914.0632	914.1257
262	406.1068	914.3815	914.2767	914.1069	914.0311	913.9446	913.9653	913.9326	913.9467	913.9486	914.0286	914.0579
263	407.0212	914.3938	914.303	914.1381	914.0443	913.9368	913.9489	913.9554	913.954	913.93	913.9857	914.0018
264	407.9356	914.3706	914.2745	914.1041	914.0232	913.925	913.9384	913.9361	913.9313	913.9412	913.9965	914.0386
265	408.85	914.3867	914.2679	914.136	914.0267	913.9339	913.9186	913.9129	913.9232	913.9002	913.9594	913.9611
266	409.7644	914.3704	914.275	914.1488	914.0425	913.9292	913.9103	913.9001	913.9175	913.8918	914.0459	914.0905
267	410.6788	914.3834	914.3089	914.1677	913.9904	913.9627	913.9166	913.9141	913.9116	913.8714	913.9454	914.0106
268	411.5932	914.4016	914.294	914.1975	914.0453	913.9789	913.9294	913.9385	913.9365	913.9257	914.0214	914.0176
269	412.5076	914.4017	914.326	914.1791	914.0775	913.9855	913.9502	913.9587	913.9213	913.9286	914.04	914.0936
270	413.422	914.4165	914.3408	914.1826	914.0861	913.9674	913.9721	913.9471	913.9393	913.9466	914.1138	914.0759
271	414.3364	914.4299	914.3358	914.1998	914.0959	914.0045	913.9671	913.9658	913.9385	913.9562	914.1089	914.0698
272	415.2508	914.4338	914.3475	914.2054	914.0944	914.0069	913.9305	913.9489	913.9369	913.9296	914.0719	914.062
273	416.1652	914.4248	914.355	914.208	914.0837	914.0047	913.9445	913.9315	913.9365	913.8991	913.9957	914.0831
274	417.0796	914.4373	914.3566	914.2115	914.072	913.9957	913.9631	913.9396	913.9312	913.9158	913.9479	914.0004
275	417.994	914.4413	914.3432	914.2059	914.0829	914.0148	913.9356	913.9543	913.9161	913.9208	913.9278	914.0468
276	418.9084	914.4565	914.406	914.2292	914.1366	914.0363	913.983	913.9818	913.933	913.9398	913.944	914.05
277	419.8228	914.4492	914.4016	914.2109	914.1439	914.0353	913.9836	913.9756	913.9308	913.9386	913.9302	914.0342
278	420.7372	914.4625	914.3823	914.2042	914.1385	914.0224	913.9922	913.9576	913.9372	913.9362	913.9346	914.1003
279	421.6516	914.4726	914.4136	914.2941	914.1679	914.0595	914.0029	913.9891	913.9567	913.961	913.9546	914.0945
280	422.566	914.4858	914.4212	914.2839	914.1722	914.0753	913.9857	914.0087	913.9492	913.9605	913.9538	914.1497
281	423.4804	914.495	914.4359	914.2988	914.176	914.0986	914.022	913.9881	913.9792	913.9517	913.9541	914.1175
282	424.3948	914.48	914.457	914.2505	914.1495	914.0934	914.0104	914.0046	913.9701	913.9634	913.9456	914.0968
283	425.3092	914.4865	914.4286	914.2745	914.1553	914.0932	914.0151	913.981	913.9539	913.9564	913.9648	914.1671
284	426.2236	914.4906	914.4598	914.2908	914.1781	914.108	914.0035	913.9935	913.9609	913.9601	913.9478	914.1243
285	427.138	914.4849	914.47	914.314	914.1777	914.0869	914.0124	914.0075	913.976	913.9567	913.9595	914.0814
286	428.0524	914.49	914.4717	914.2994	914.1733	914.0701	914.0103	914.0073	913.9669	913.9731	913.9725	914.0834
287	428.9668	914.4872	914.4639	914.3011	914.2084	914.084	913.965	913.9954	913.9705	913.9614	913.945	914.1057
288	429.8812	914.4882	914.4424	914.2907	914.1643	914.0676	913.9937	913.9803	913.9509	913.9254	913.9218	914.1029
289	430.7956	914.5052	914.4697	914.322	914.188	914.099	913.9825	913.9922	913.9539	913.9473	913.9634	914.0618
290	431.71	914.5093	914.4567	914.2892	914.1778	914.1068	913.9931	913.9969	913.9752	913.9733	913.9623	914.1005
291	432.6244	914.5114	914.4669	914.3409	914.1877	914.134	914.0228	914.0249	913.9965	914.0014	913.9974	914.2002
292	433.5388	914.512	914.482	914.3093	914.1895	914.1139	914.0214	914.0138	913.9771	913.9786	913.9599	914.1311
293	434.4532	914.5095	914.4577	914.3214	914.1984	914.1113	914.0417	914.0244	913.9735	913.9818	913.9861	914.0466
294	435.3676	914.5317	914.5179	914.3154	914.2284	914.1299	914.0422	914.0439	913.9849	914	914.0156	914.0589
295	436.282	914.5288	914.499	914.3308	914.2288	914.1154	914.0431	914.0162	913.99	913.9948	913.9988	914.0371
296	437.1964	914.5311	914.4904	914.3335	914.2094	914.0841	914.0251	914.0148	913.9803	913.9617	913.9725	914.0178
297	438.1108	914.5374	914.4932	914.3376	914.2467	914.1215	914.0344	914.0317	913.9895	913.9759	913.9806	914.0181
298	439.0252	914.5476	914.4898	914.3357	914.2216	914.1042	914.0037	913.9949	913.9747	913.97	913.9761	914.0775
299	439.9396	914.5456	914.4791	914.3454	914.2115	914.1083	913.9962	914.0145	913.9849	913.959	913.9684	914.045
300	440.854	914.5524	914.4925	914.3495	914.2105	914.109	914.0246	913.9987	913.9746	913.9775	913.9799	914.0349
301	441.7684	914.559	914.509	914.3667	914.2266	914.0975	914.0236	914.0228	914.001	913.9594	913.9745	913.9799
302	442.6828	914.5469	914.4976	914.3348	914.2285	914.1074	914.028	913.9877	913.988	913.9747	913.9736	914.0646
303	443.5972	914.5633	914.4977	914.3647	914.2482	914.1445	914.0368	914.0361	913.9963	914.0012	913.9933	914.1
304	444.5116	914.5584	914.5184	914.369	914.2289	914.1484	914.0366	914.0309	913.9825	913.9873	913.9714	914.1221
305	445.426	914.5585	914.5153	914.3901	914.2246	914.1243	914.0207	914.0319	913.9778	913.9514	913.9195	914.0494
306	446.3404	914.5648	914.5355	914.388	914.2101	914.1292	914.0391	914.0432	913.9731	913.9476	913.9456	914.0347
307	447.2548	914.5773	914.5262	914.4009	914.2384	914.1398	914.0606	914.0537	914.0063	913.9725	913.9636	914.0266
308	448.1692	914.5789	914.5358	914.4149	914.2356	914.1677	914.0591	914.0497	913.9909	913.9672	913.9923	914.0342
309	449.0836	914.5757	914.523	914.3807	914.2141	914.1069	914.0183	914.01	913.9465	913.9495	913.965	913.9979
310	449.998	914.5708	914.5338	914.3907	914.1952	914.1204	914.0131	913.9802	913.9374	913.933	913.9262	914.0186
311	450.9124	914.5786	914.5201	914.4048	914.2088	914.1184	914.0013	913.9717	913.942	913.926	913.9363	914.0169
312	451.8268	914.5843	914.5261	914.3533	914.214	914.1425	913.9952	914.0034	913.9495	913.933	913.9117	914.0274
313	452.7412	914.5961	914.5227	914.3849	914.2377	914.1378	914.033	914.0034	913.9645	913.9504	913.9389	914.0756
314	453.6556	914.5996	914.5392	914.3953	914.2312	914.1363	914.0162	913.9963	913.9556	913.9249	913.9323	914.0787
315	454.57	914.6098	914.552	914.4105	914.2404	914.1605	914.0195	913.9816	913.951	913.925	913.9114	914.0789
316	455.4844	914.6194	914.5594	914.4371	914.2319	914.1365	914.0178	913.9885	913.94	913.916	913.9091	914.016
317	456.3988	914.6255	914.5721	914.4249	914.2763	914.1702	914.0117	913.9795	913.9597	913.946	913.9034	914.0417
318	457.3132	914.6287	914.5851	914.4797	914.3132	914.1915	914.0677	914.0002	913.9715	913.9513	913.9441	914.0433
319	458.2276	914.6422	914.5745	914.506	914.273	914.1631	914.0533	914.0033	913.9603	913.9428	913.9191	914.0436
320	459.142	914.6448	914.6109	914.5017	914.3066	914.1682	914.0443	914.0109	913.959	913.9158	913.9119	914.0445
321	460.0564	914.6471	914.6202	914.5048	914.3062	914.1523	914.0442	913.9803	913.9288	913.8572	913.8688	913.9745
322	460.9708	914.6385	914.6151	914.4519	914.3038	914.1753	914.0292	913.9579	913.9197	913.8798	913.8765	914.0049
323	461.8852	914.6428	914.6193	914.501	914.338	914.2106	914.0525	913.9894	913.9418	913.9059	913.9075	914.0071
324	462.7996	914.6525	914.6208	914.4836	914.3361	914.1728	914.038	913.995	913.9341	913.9197	913.8832	913.9827
325	463.714	914.6404	914.571	914.4639	914.3289	914.1553	914.0209	913.9465	913.9313	913.9037	913.8799	913.9509
326	464.6284	914.6392	914.5762	914.4496	914.2938	914.1382	914.0177	913.951	913.9265	913.8868	913.8413	913.8996
327	465.5428	914.6414	914.5817	914.4532	914.2854	914.1182	914.0264	913.966	913.9302	913.8821	913.8709	913.9457
328	466.4572	914.6472	914.5779	914.4768	914.304	914.1779	914.0336	913.9682	913.9575	913.9133	913.8939	914.0366
329	467.3716	914.6505	914.5787	914.4543	914.2731	914.1622	914.0151	913.9545	913.9126	913.8989	913.8591	913.9902
330	468.286	914.6556	914.5836	914.4451	914.2577	914.1668	913.9395	913.9166	913.9226	913.8917	913.8574	913.9647
331	469.2004	914.6564	914.5911	914.4603	914.3135	914.1754	914.0157	913.943	913.955	913.906	913.8831	913.985
332	470.1148	914.6804	914.6053	914.4904	914.3174	914.1436	914.0251	913.9597	913.934	913.9113	913.8785	914.019
333	471.0292	914.6771	914.5974	914.4889	914.3374	914.1945	914.0297	913.9716	913.9304	913.9055	913.8842	914.0008
334	471.9436	914.6603	914.5814	914.4885	914.298	914.2008	913.9682	913.9489	913.8989	913.866	913.8411	913.9471
335	472.858	914.6605	914.5985	914.482	914.2994	914.135	914.0365	913.9266	913.8743	913.8456	913.8027	913.872
336	473.7724	914.6719	914.6115	914.5127	914.3517	914.2041	914.0388	914.0023	913.9075	913.8646	913.8497	913.8763
337	474.6868	914.6785	914.6187	914.5161	914.3137	914.1606	914.0397	913.9977	913.925	913.8533	913.8505	913.888
338	475.6012	914.6785	914.6118	914.5418	914.349	914.1687	913.9911	913.9397	913.883	913.8702	913.8246	913.9543
339	476.5156	914.6807	914.6006	914.4929	914.3269	914.1677	913.9782	913.9167	913.9071	913.8361	913.8065	913.9084
340	477.43	914.6796	914.6158	914.491	914.3439	914.158	913.9987	913.9263	913.8767	913.8541	913.8239	913.8954
341	478.3444	914.6931	914.6212	914.5203	914.3557	914.1859	913.9964	913.9328	913.8761	913.8859	913.8455	913.8699
342	479.2588	914.6927	914.5975	914.4879	914.3311	914.1508	914.0029	913.8967	913.8561	913.8644	913.8323	913.8523
343	480.1732	914.6962	914.6055	914.5271	914.3347	914.1603	913.9287	913.8955	913.8826	913.8638	913.8321	913.8592
344	481.0876	914.7017	914.6131	914.502	914.328	914.1559	913.9655	913.9094	913.9085	913.878	913.8676	913.9206
345	482.002	914.6973	914.615	914.5131	914.3388	914.1551	913.9579	913.8885	913.8685	913.8606	913.8586	913.9407
346	482.9164	914.7038	914.6151	914.4897	914.3505	914.184	913.9888	913.9111	913.8648	913.8776	913.865	913.8527
347	483.8308	914.705	914.6317	914.5439	914.3801	914.1921	914.0062	913.9267	913.8628	913.852	913.8541	913.8826
348	484.7452	914.7077	914.6211	914.554	914.3205	914.1613	913.9856	913.9135	913.8405	913.8426	913.8087	913.8361
349	485.6596	914.7148	914.6332	914.5123	914.3362	914.139	914.0438	913.9409	913.8442	913.8393	913.8203	913.9047
350	486.574	914.7268	914.6262	914.4999	914.3562	914.1525	914.0068	913.8935	913.8663	913.8311	913.7927	913.8292
351	487.4884	914.7347	914.6435	914.5204	914.303	914.1447	914.0236	913.8736	913.8591	913.8144	913.7977	913.8025
352	488.4028	914.7355	914.6386	914.5049	914.3012	914.1288	914.0189	913.8966	913.8394	913.808	913.8016	913.8799
353	489.3172	914.7276	914.6247	914.5132	914.3154	914.1285	913.9384	913.8773	913.8496	913.7997	913.7881	913.9011
354	490.2316	914.7355	914.6366	914.5121	914.3713	914.133	914.0377	913.8794	913.8481	913.8104	913.7913	913.8896
355	491.146	914.7382	914.6387	914.5099	914.3321	914.1475	914.0449	913.9287	913.8334	913.8026	913.7887	913.803
356	492.0604	914.7366	914.6447	914.5156	914.3151	914.1581	914.0585	913.8982	913.8489	913.7753	913.7715	913.8199
357	492.9748	914.7429	914.6453	914.5258	914.3317	914.1648	914.0751	913.9033	913.8201	913.8112	913.7949	913.8467
358	493.8892	914.7418	914.6499	914.5383	914.2999	914.169	914.0253	913.9097	913.8266	913.813	913.7891	913.7756
359	494.8036	914.754	914.6644	914.549	914.3056	914.1754	914.0303	913.9226	913.8528	913.8242	913.8039	913.8658
360	495.718	914.7524	914.671	914.534	914.3525	914.1862	914.0524	913.9344	913.8478	913.8489	913.8012	913.819
361	496.6324	914.7542	914.6601	914.522	914.3567	914.181	914.0587	913.9108	913.8765	913.819	913.796	913.8454
362	497.5468	914.7515	914.6552	914.5314	914.2711	914.1843	914.0014	913.8813	913.838	913.8042	913.7781	913.7898
363	498.4612	914.7482	914.6608	914.5119	914.3016	914.1722	914.0352	913.8953	913.8365	913.7999	913.7631	913.8203
364	499.3756	914.7556	914.6662	914.5364	914.3908	914.1754	914.0441	913.8956	913.8619	913.8315	913.7975	913.8685
365	500.29	914.7458	914.6462	914.538	914.3194	914.1702	914.0173	913.8799	913.8497	913.8085	913.7735	913.8396
366	501.2044	914.7446	914.6552	914.5355	914.3809	914.1606	914.0334	913.8666	913.853	913.819	913.7777	913.8496
367	502.1188	914.7404	914.652	914.5192	914.3293	914.1528	914.0199	913.8954	913.837	913.7855	913.7586	913.8314
368	503.0332	914.7362	914.6633	914.5405	914.3662	914.1593	914.0229	913.8878	913.8565	913.8151	913.7731	913.8569
369	503.9476	914.7391	914.662	914.5713	914.3324	914.1736	914.0551	913.9005	913.834	913.8386	913.8295	913.8926
370	504.862	914.7393	914.6707	914.5547	914.3488	914.151	914.0208	913.8881	913.8568	913.843	913.814	913.9035
371	505.7764	914.7374	914.6644	914.5328	914.3521	914.1494	914.0135	913.8917	913.8422	913.834	913.7925	913.8771
372	506.6908	914.738	914.6649	914.5246	914.3575	914.188	914.041	913.901	913.8662	913.8444	913.8132	913.8873
373	507.6052	914.746	914.6767	914.5356	914.3348	914.2137	914.0128	913.9532	913.8819	913.8711	913.8265	913.8949
374	508.5196	914.7424	914.6837	914.5383	914.3389	914.1732	914.0741	913.957	913.8948	913.8523	913.8065	913.8075
375	509.434	914.7474	914.6796	914.5568	914.3938	914.1636	914.0637	913.95	913.8727	913.8407	913.8102	913.8915
376	510.3484	914.7505	914.6818	914.5864	914.3903	914.229	914.0427	913.9941	913.8767	913.8608	913.8381	913.8954
377	511.2628	914.7484	914.679	914.5742	914.3677	914.2173	914.0676	913.9465	913.8765	913.8383	913.827	913.9097
378	512.1772	914.7357	914.6682	914.5555	914.3718	914.1303	914.0099	913.9161	913.8622	913.8168	913.7992	913.8666
379	513.0916	914.7328	914.6605	914.5344	914.3582	914.134	914.0153	913.9025	913.8572	913.8045	913.7897	913.8399
380	514.006	914.7299	914.6653	914.548	914.3679	914.1926	914.0356	913.9124	913.8679	913.8148	913.7677	913.8384
381	514.9204	914.7374	914.679	914.601	914.3911	914.1441	914.0363	913.9534	913.8922	913.8481	913.8043	913.8934
382	515.8348	914.7482	914.6913	914.5558	914.3632	914.218	914.0344	913.9463	913.8784	913.8582	913.8116	913.9155
383	516.7492	914.7521	914.6952	914.5959	914.4012	914.2219	914.0726	913.9542	913.9052	913.8515	913.8272	913.8751
384	517.6636	914.751	914.7032	914.603	914.3896	914.2148	914.0876	913.9421	913.8921	913.8489	913.8189	913.8562
385	518.578	914.7606	914.7087	914.5917	914.455	914.1878	914.1108	913.9637	913.9374	913.8781	913.8474	913.9116
386	519.4924	914.7645	914.7105	914.5951	914.475	914.2039	914.0898	914.005	913.9177	913.8905	913.8449	913.9175
387	520.4068	914.7662	914.7267	914.6228	914.4099	914.2245	914.0663	914.0077	913.9528	913.9069	913.8633	913.9263
388	521.3212	914.7612	914.7151	914.607	914.4083	914.2145	914.0975	913.9647	913.9499	913.8926	913.8434	913.8481
389	522.2356	914.7523	914.7108	914.6131	914.396	914.1956	914.0363	913.9363	913.9	913.8556	913.8093	913.8896
390	523.15	914.7493	914.6991	914.5809	914.3821	914.1686	914.0853	913.9195	913.8968	913.8491	913.8154	913.8587
391	524.0644	914.752	914.719	914.5878	914.437	914.2189	914.0429	913.9003	913.8899	913.8574	913.8141	913.8486
392	524.9788	914.756	914.7065	914.6157	914.4127	914.1914	914.0438	913.9051	913.9053	913.8668	913.8323	913.8188
393	525.8932	914.7648	914.7213	914.6024	914.447	914.1999	914.0471	913.9353	913.9436	913.8921	913.8399	913.8893
394	526.8076	914.7692	914.7303	914.6054	914.4315	914.2083	914.082	913.946	913.9547	913.9201	913.8652	913.9078
395	527.722	914.7651	914.7049	914.6011	914.4127	914.1864	913.9705	913.933	913.9224	913.8475	913.8474	913.9116
396	528.6364	914.7566	914.7094	914.6017	914.4465	914.1943	914.0374	913.9275	913.884	913.8803	913.8397	913.9092
397	529.5508	914.7758	914.7238	914.6026	914.4332	914.2332	914.066	913.9573	913.9592	913.9035	913.904	913.9744
398	530.4652	914.7792	914.7217	914.5966	914.3743	914.1989	914.0995	913.9827	913.9545	913.9012	913.889	913.936
399	531.3796	914.7495	914.6631	914.5612	914.3528	914.1434	914.0755	913.9039	913.84	913.8251	913.7758	913.8256
400	532.294	914.7563	914.6841	914.5473	914.3235	914.1581	914.0034	913.8989	913.8496	913.8171	913.7709	913.8218
401	533.2084	914.7581	914.6727	914.5602	914.3841	914.1694	914.0354	913.9042	913.8975	913.8447	913.7872	913.825
402	534.1228	914.7646	914.678	914.5378	914.4178	914.159	914.026	913.9424	913.9051	913.8871	913.8133	913.8124
403	535.0372	914.7676	914.6876	914.5246	914.3362	914.1823	914.0438	913.9446	913.9028	913.8705	913.8241	913.82
404	535.9516	914.7654	914.6815	914.5201	914.3442	914.1464	914.0027	913.9358	913.9226	913.8864	913.8203	913.8406
405	536.866	914.7658	914.6829	914.5242	914.3633	914.1157	914.0189	913.9387	913.9044	913.8802	913.8309	913.827
